account_id,geo_match_count,geo_under_500_count,geo_between_501_1000_count,geo_between_1001_1599_count,geo_between_1600_1800_count,geo_proximity_score,connections,matched_locations,memo_values
ACCT01361,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02305,2,0,1,1,0,10,2,"Normal non-reference transaction location; Henan Ruiju Biotechnology, Zhengzhou, Henan, China",2
ACCT01362,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT01363,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT01364,2,0,1,0,1,9,2,"Normal non-reference transaction location; San Luis, AZ",2
ACCT01582,1,1,0,0,0,10,2,Normal non-reference transaction location,1
ACCT01366,3,2,1,0,0,27,3,"Xiamen Section, China Pilot Free Trade Zone; Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",3
ACCT01367,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01908,2,0,1,1,0,10,2,"Henan Ruiju Biotechnology, Zhengzhou, Henan, China; Bachigualato, Culiacan, Sinaloa",2
ACCT01372,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01377,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01374,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01375,1,0,0,1,0,3,1,"San Ysidro Blvd, San Diego, CA",1
ACCT01376,1,0,0,1,0,3,1,"PRC Corridor to Sinaloa, Mexico Corridor",1
ACCT01378,0,0,0,0,0,0,1,,1
ACCT02436,2,0,2,0,0,14,3,Normal non-reference transaction location,3
ACCT01379,0,0,0,0,0,0,1,,1
ACCT01381,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01654,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT01921,3,0,1,2,0,13,3,Normal non-reference transaction location,3
ACCT01385,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01386,0,0,0,0,0,0,1,,1
ACCT01387,2,0,0,1,1,5,2,"Normal non-reference transaction location; Altamira, Tamaulipas, Mexico",2
ACCT02098,4,1,0,2,1,18,4,"Normal non-reference transaction location; Hanhong Medicine Technology Company, Wuhan, China",3
ACCT01388,1,0,1,0,0,7,1,"5900 Highway 225, Deer Park, TX",1
ACCT01390,1,0,0,1,0,3,1,"Henan Ruiju Biotechnology, Zhengzhou, Henan, China",1
ACCT01391,2,1,0,1,0,13,2,"Blvd Dolores del Rio No. 704, Queretaro; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",2
ACCT01394,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT01504,3,2,0,0,1,22,3,Normal non-reference transaction location,2
ACCT01395,3,2,0,1,0,23,3,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",3
ACCT01817,3,2,1,0,0,27,3,"Normal non-reference transaction location; San Ysidro Blvd, San Diego, CA",2
ACCT01396,2,0,0,2,0,6,2,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",2
ACCT01397,3,0,3,0,0,21,3,"Paseo International South, San Diego, CA; Anliang Dongyi Financial Plaza, Hefei, Anhui, China; Rancho la Lagunita, Mezquital, Durango",3
ACCT02375,3,1,1,0,1,19,3,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China; Bachigualato, Culiacan, Sinaloa",3
ACCT01398,0,0,0,0,0,0,1,,1
ACCT01399,1,0,0,1,0,3,1,"7141 Office City Dr, Houston, TX",1
ACCT01936,3,2,0,1,0,23,3,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX",2
ACCT01413,2,0,1,1,0,10,2,"Normal non-reference transaction location; Badiraguato, Sinaloa, Mexico",2
ACCT01401,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01927,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT01402,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01458,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01403,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01685,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT01405,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01874,2,0,0,2,0,6,2,"Normal non-reference transaction location; Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",2
ACCT01406,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01527,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01408,1,1,0,0,0,10,1,"Cadereyta Jimenez, Nuevo Leon, Mexico",1
ACCT02013,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT01416,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01417,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01421,2,0,2,0,0,14,2,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location",2
ACCT01418,0,0,0,0,0,0,1,,1
ACCT01419,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT01420,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01422,2,1,1,0,0,17,2,"Normal non-reference transaction location; Heroica Matamoros, Tamaulipas, Mexico",2
ACCT02227,2,0,1,0,1,9,2,"Brownsville, TX; Normal non-reference transaction location",2
ACCT01426,1,0,0,1,0,3,1,"Blvd Dolores del Rio No. 704, Queretaro",1
ACCT01427,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01428,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01429,1,0,1,0,0,7,1,"Manzanillo, Colima, Mexico",1
ACCT01430,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01561,2,2,0,0,0,20,2,"Normal non-reference transaction location; Heroica Matamoros, Tamaulipas, Mexico",2
ACCT01433,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02317,1,0,0,1,0,3,2,"Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",1
ACCT01436,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT02428,2,1,1,0,0,17,4,"Normal non-reference transaction location; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",4
ACCT01437,3,0,1,2,0,13,3,"Normal non-reference transaction location; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",3
ACCT01570,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01439,1,0,1,0,0,7,1,"Blvd Dolores del Rio No. 704, Queretaro",1
ACCT01440,2,1,0,1,0,13,2,"Xiamen Section, China Pilot Free Trade Zone; Normal non-reference transaction location",2
ACCT02087,2,0,2,0,0,14,2,"Jiangsu Bangdeya New Material Technology Company, Changzhou, China; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",2
ACCT01442,1,0,1,0,0,7,1,"Av Central 450, Reynosa, Tamaulipas",1
ACCT01943,5,0,2,3,0,23,5,"Normal non-reference transaction location; Av Central 450, Reynosa, Tamaulipas",4
ACCT01443,1,0,0,1,0,3,1,"Bridge of the Americas Port Entry, El Paso, TX",1
ACCT01445,0,0,0,0,0,0,1,,1
ACCT02273,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT02157,2,0,0,2,0,6,3,Normal non-reference transaction location,3
ACCT01449,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT01452,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01453,2,1,0,0,1,12,2,"Normal non-reference transaction location; Henan Ruiju Biotechnology, Zhengzhou, Henan, China",2
ACCT01723,2,0,1,1,0,10,2,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT01455,2,0,1,0,1,9,2,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",2
ACCT01456,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01457,0,0,0,0,0,0,1,,1
ACCT01460,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01462,0,0,0,0,0,0,1,,1
ACCT01465,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01466,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02115,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT02110,4,1,1,1,1,22,4,Normal non-reference transaction location,3
ACCT01469,0,0,0,0,0,0,1,,1
ACCT01913,1,0,0,1,0,3,2,"PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT01471,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01472,2,1,0,1,0,13,2,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX",2
ACCT01473,0,0,0,0,0,0,1,,1
ACCT01474,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01475,0,0,0,0,0,0,1,,1
ACCT02111,3,2,0,1,0,23,3,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT01479,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01868,3,0,0,2,1,8,3,"Normal non-reference transaction location; Lazaro Cardenas Port, Michoacan, Mexico",3
ACCT01481,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01482,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT02165,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01906,3,3,0,0,0,30,3,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",3
ACCT01670,2,1,1,0,0,17,2,"Normal non-reference transaction location; 216 Zhongshan East Rd, Shijiazhuang, Hebei, China",2
ACCT01485,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01486,0,0,0,0,0,0,1,,1
ACCT01488,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01789,2,1,1,0,0,17,2,"Normal non-reference transaction location; Matamoros, Tamaulipas, Mexico",2
ACCT01490,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01491,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01760,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01493,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT02380,3,1,1,1,0,20,4,Normal non-reference transaction location,3
ACCT01494,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01495,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01497,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01498,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01499,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01500,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01894,3,1,2,0,0,24,3,"Normal non-reference transaction location; Bay of Campeche, Veracruz, Mexico",3
ACCT01503,1,0,1,0,0,7,1,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China",1
ACCT01505,0,0,0,0,0,0,1,,1
ACCT01707,3,1,1,1,0,20,6,Normal non-reference transaction location,6
ACCT01506,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01507,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01850,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01510,2,1,0,1,0,13,2,"Normal non-reference transaction location; Paseo International South, San Diego, CA",2
ACCT01512,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01514,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT01517,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01519,2,1,0,0,1,12,2,"Brownsville, TX; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",2
ACCT01523,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT01524,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02120,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01526,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01529,0,0,0,0,0,0,1,,1
ACCT01854,1,1,0,0,0,10,3,Normal non-reference transaction location,3
ACCT01530,3,0,0,3,0,9,3,Normal non-reference transaction location,2
ACCT01532,2,0,1,0,1,9,2,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT01533,4,0,2,2,0,20,4,"Normal non-reference transaction location; Heroica Matamoros, Tamaulipas, Mexico",4
ACCT02234,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01538,2,0,0,1,1,5,2,"Normal non-reference transaction location; Lazaro Cardenas, Michoacan, Mexico",2
ACCT01539,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01540,3,1,0,2,0,16,3,Normal non-reference transaction location,2
ACCT01856,4,1,0,3,0,19,4,"Normal non-reference transaction location; Nogales, AZ",4
ACCT01544,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT02183,3,1,1,1,0,20,3,Normal non-reference transaction location,3
ACCT01664,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT01546,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT02194,3,0,1,1,1,12,3,Normal non-reference transaction location,3
ACCT02203,2,1,1,0,0,17,2,"Normal non-reference transaction location; Lazaro Cardenas, Michoacan, Mexico",2
ACCT01549,2,1,0,0,1,12,2,Normal non-reference transaction location,1
ACCT01550,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02426,0,0,0,0,0,0,2,,2
ACCT01554,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01557,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01559,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01844,2,0,2,0,0,14,2,"Normal non-reference transaction location; 2350 N Sam Houston Parkway East, Houston, TX",2
ACCT01564,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01565,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01571,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT01573,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02041,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01574,1,0,0,0,1,2,1,"Jiangsu Bangdeya New Material Technology Company, Changzhou, China",1
ACCT01575,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT02268,4,2,1,1,0,30,4,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",4
ACCT01577,1,0,0,1,0,3,1,"Juarez, Chihuahua, Mexico",1
ACCT01578,1,1,0,0,0,10,1,"Av Central 450, Reynosa, Tamaulipas",1
ACCT01580,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01777,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01584,1,0,0,1,0,3,2,"San Ysidro Blvd, San Diego, CA",2
ACCT01586,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01588,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01589,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01592,2,0,0,0,2,4,2,Normal non-reference transaction location,2
ACCT01593,1,1,0,0,0,10,1,"Bridge of the Americas Port Entry, El Paso, TX",1
ACCT01594,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01595,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01819,3,0,1,2,0,13,4,"Normal non-reference transaction location; Nogales, AZ",3
ACCT02138,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT01599,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT01600,2,1,0,1,0,13,2,"Normal non-reference transaction location; Yanking Blvd, Jiangtan, Jiang'an District, Wuhan, China",2
ACCT01601,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01603,2,1,1,0,0,17,2,"Normal non-reference transaction location; Nogales, AZ",2
ACCT01604,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01606,1,0,0,1,0,3,1,"Nogales, AZ",1
ACCT01610,1,0,1,0,0,7,2,"Paseo International South, San Diego, CA",2
ACCT02066,1,1,0,0,0,10,2,"Bachigualato, Culiacan, Sinaloa",2
ACCT01615,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT01616,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01618,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01623,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT02471,2,1,0,0,1,12,2,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China; Normal non-reference transaction location",2
ACCT01625,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01626,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT01627,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01628,2,0,1,1,0,10,2,"Normal non-reference transaction location; Paseo International South, San Diego, CA",2
ACCT01631,2,1,0,1,0,13,2,Normal non-reference transaction location,1
ACCT01632,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT01634,0,0,0,0,0,0,1,,1
ACCT01638,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT02409,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01644,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02216,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT01645,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01647,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01650,0,0,0,0,0,0,1,,1
ACCT02100,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT01655,1,0,1,0,0,7,1,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China",1
ACCT01656,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT01657,2,0,0,1,1,5,2,"Normal non-reference transaction location; Bridge of the Americas Port Entry, El Paso, TX",2
ACCT01662,1,1,0,0,0,10,1,"Hanhong Medicine Technology Company, Wuhan, China",1
ACCT01663,2,0,1,1,0,10,2,"Normal non-reference transaction location; Heroica Matamoros, Tamaulipas, Mexico",2
ACCT01666,2,0,2,0,0,14,2,"Normal non-reference transaction location; Veracruz de Ignacio de la Llave, Mexico",2
ACCT01667,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02410,2,1,0,0,1,12,2,"Normal non-reference transaction location; San Luis, AZ",2
ACCT01672,2,1,1,0,0,17,2,Normal non-reference transaction location,1
ACCT01673,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT01674,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01675,2,0,0,1,1,5,2,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX",2
ACCT01824,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT01677,1,0,0,0,1,2,1,"Bachigualato, Culiacan, Sinaloa",1
ACCT01681,1,0,0,1,0,3,1,PRC to Sinaloa Corridor,1
ACCT01682,2,0,0,0,2,4,2,Normal non-reference transaction location,2
ACCT02397,1,0,0,0,1,2,2,Normal non-reference transaction location,1
ACCT01683,2,0,1,1,0,10,2,"Normal non-reference transaction location; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",2
ACCT01684,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01686,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT02344,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT02419,2,0,0,1,1,5,2,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX",2
ACCT01689,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01815,1,0,0,1,0,3,2,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",2
ACCT01694,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01695,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01696,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01698,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT01699,1,0,0,0,1,2,1,"Av Central 450, Reynosa, Tamaulipas",1
ACCT01700,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01701,1,1,0,0,0,10,1,"Mexicali, Baja California, Mexico",1
ACCT02297,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT01704,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01708,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT01712,3,2,0,1,0,23,3,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",3
ACCT01713,2,0,1,1,0,10,3,Normal non-reference transaction location,3
ACCT01714,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01895,2,2,0,0,0,20,2,"San Ysidro Blvd, San Diego, CA; Hanhong Medicine Technology Company, Wuhan, China",2
ACCT01716,0,0,0,0,0,0,1,,1
ACCT01717,1,1,0,0,0,10,1,"Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",1
ACCT02418,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01719,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02163,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01720,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02071,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01722,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01724,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02414,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01726,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT01727,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01730,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02048,2,0,1,1,0,10,3,"Xiamen Section, China Pilot Free Trade Zone; Normal non-reference transaction location",3
ACCT01732,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01734,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01736,1,0,0,1,0,3,2,"Nogales, AZ",2
ACCT01737,0,0,0,0,0,0,1,,1
ACCT01739,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02250,2,0,0,1,1,5,2,"Normal non-reference transaction location; Hanhong Medicine Technology Company, Wuhan, China",2
ACCT01742,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT01745,1,0,1,0,0,7,1,"Paseo International South, San Diego, CA",1
ACCT01746,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01747,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01748,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT02439,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01751,2,1,0,1,0,13,2,"Normal non-reference transaction location; Juarez, Chihuahua, Mexico",2
ACCT01752,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01755,1,0,0,1,0,3,1,"Av Central 450, Reynosa, Tamaulipas",1
ACCT01756,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01757,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01772,2,0,1,1,0,10,2,"Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",2
ACCT02136,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT01761,1,0,0,1,0,3,1,"Blvd Dolores del Rio No. 704, Queretaro",1
ACCT01969,2,1,0,1,0,13,2,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location",2
ACCT01762,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01763,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01765,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02338,3,0,1,2,0,13,3,Normal non-reference transaction location,3
ACCT01766,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT01768,2,0,1,0,1,9,2,"Normal non-reference transaction location; Bridge of the Americas Port Entry, El Paso, TX",1
ACCT01954,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT01770,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01771,1,0,0,1,0,3,1,"Anliang Dongyi Financial Plaza, Hefei, Anhui, China",1
ACCT01775,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01776,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01865,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT02156,3,2,1,0,0,27,3,Normal non-reference transaction location,3
ACCT01780,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT01781,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01782,1,0,1,0,0,7,1,"Manzanillo, Colima, Mexico",1
ACCT02073,2,0,2,0,0,14,2,"Rancho la Lagunita, Mezquital, Durango; Manzanillo, Colima, Mexico",2
ACCT01783,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01784,2,0,0,2,0,6,3,Normal non-reference transaction location,3
ACCT01785,2,1,0,1,0,13,3,Normal non-reference transaction location,3
ACCT01786,0,0,0,0,0,0,1,,1
ACCT01933,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01790,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01791,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01793,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT02417,1,0,1,0,0,7,2,"Lincoln/Juarez Bridge, Laredo, TX",2
ACCT01796,2,0,0,2,0,6,2,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location",2
ACCT01797,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02212,3,2,0,1,0,23,3,"Normal non-reference transaction location; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",3
ACCT01798,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02198,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01800,1,0,0,1,0,3,1,"Lazaro Cardenas, Michoacan, Mexico",1
ACCT02412,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT01804,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01805,0,0,0,0,0,0,1,,1
ACCT01807,1,1,0,0,0,10,1,"Brownsville, TX",1
ACCT01808,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01809,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01810,2,0,2,0,0,14,2,"San Ysidro Blvd, San Diego, CA; PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT02323,3,1,0,1,1,15,3,Normal non-reference transaction location,3
ACCT01987,2,0,1,0,1,9,2,"Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",2
ACCT01818,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02452,2,0,2,0,0,14,3,Normal non-reference transaction location,3
ACCT01825,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01829,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02144,2,1,1,0,0,17,3,Normal non-reference transaction location,3
ACCT01831,1,1,0,0,0,10,1,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",1
ACCT01832,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT01835,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT01836,1,0,1,0,0,7,1,"Henan Ruiju Biotechnology, Zhengzhou, Henan, China",1
ACCT01946,0,0,0,0,0,0,2,,2
ACCT01840,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01841,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01842,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01843,0,0,0,0,0,0,1,,1
ACCT01845,1,0,0,1,0,3,1,"Lincoln/Juarez Bridge, Laredo, TX",1
ACCT01847,2,1,1,0,0,17,2,Normal non-reference transaction location,2
